device_name,hardware_key,asset_code,alarm_code,alarm_name,description,severity,category,start_utc,end_utc,duration_min,is_resolved,resolved_by,flag,target_morning_overlap
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-11T21:44:00,2026-05-11T22:05:00,21.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-11T22:07:00,2026-05-12T00:08:00,121.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-12T00:12:00,2026-05-12T01:10:00,58.0,True,Unable to verify name,,
SunGrow SG125HV - Inverter 78,H312466,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T00:36:00,2026-05-12T09:59:00,563.0,True,Unable to verify name,Communication,2026-05-12
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-12T01:12:00,2026-05-12T02:42:00,90.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-12T03:16:00,2026-05-12T05:02:00,106.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-12T05:03:00,2026-05-12T06:26:00,83.0,True,Unable to verify name,,
GameChange Tracker Control 2.2,H590016,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm178: No Communication,0,3,2026-05-12T05:07:00,2026-05-12T06:37:00,90.0,True,Unable to verify name,,
Whitetail,,UNK,614,Rule Tool Alert,"Errors: , Performance (2)	 Communication: 3 test suites failed out of 5 (28 new messages)",0,4,2026-05-12T05:13:02,2026-05-13T02:03:39,1250.6,True,Unable to verify name,,2026-05-12
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-12T06:30:00,2026-05-12T06:34:00,4.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-12T06:36:00,2026-05-12T07:10:00,34.0,True,Unable to verify name,,
GameChange Tracker Control 2.2,H590016,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm178: No Communication,0,3,2026-05-12T06:39:00,2026-05-12T08:07:00,88.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-12T07:12:00,2026-05-12T07:16:00,4.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-12T07:18:00,2026-05-12T10:08:00,170.0,True,Unable to verify name,,2026-05-12
SunGrow SG125HV - Inverter 78,H312466,INV,630,Sungrow Inverter Fault Alert,Islanding (Grid power outage),0,3,2026-05-12T10:01:00,2026-05-12T12:27:00,146.0,True,Unable to verify name,Recloser/Grid,2026-05-12
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-12T10:10:00,2026-05-12T11:29:00,79.0,True,Unable to verify name,,2026-05-12
GameChange Tracker Control 2.2,H590016,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm178: No Communication,0,3,2026-05-12T10:35:00,2026-05-12T11:06:00,31.0,True,Unable to verify name,,2026-05-12
GameChange Tracker Control 2.2,H590016,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm178: No Communication,0,3,2026-05-12T11:07:00,2026-05-12T11:17:00,10.0,True,Unable to verify name,,2026-05-12
SunGrow SG125HV - Inverter 35,H312422,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:19:00,2026-05-12T12:01:00,42.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 51,H312439,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:19:00,2026-05-12T12:03:00,44.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 66,H312454,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:19:00,2026-05-12T12:01:00,42.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 53,H312441,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:19:00,2026-05-12T12:03:00,44.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 45,H312432,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:19:00,2026-05-12T12:01:00,42.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 52,H312440,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:19:00,2026-05-12T12:03:00,44.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 4,H312391,INV,630,Sungrow Inverter Fault Alert,Islanding (Grid power outage),0,3,2026-05-12T11:20:00,2026-05-12T12:02:00,42.0,True,Unable to verify name,Recloser/Grid,2026-05-12
SunGrow SG125HV - Inverter 12,H312399,INV,630,Sungrow Inverter Fault Alert,Islanding (Grid power outage),0,3,2026-05-12T11:20:00,2026-05-12T12:03:00,43.0,True,Unable to verify name,Recloser/Grid,2026-05-12
SunGrow SG125HV - Inverter 20,H312407,INV,630,Sungrow Inverter Fault Alert,Islanding (Grid power outage),0,3,2026-05-12T11:20:00,2026-05-12T12:03:00,43.0,True,Unable to verify name,Recloser/Grid,2026-05-12
SunGrow SG125HV - Inverter 1,H312388,INV,630,Sungrow Inverter Fault Alert,Islanding (Grid power outage),0,3,2026-05-12T11:20:00,2026-05-12T12:02:00,42.0,True,Unable to verify name,Recloser/Grid,2026-05-12
SunGrow SG125HV - Inverter 67,H312455,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 47,H312434,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 23,H312410,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 62,H312450,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 75,H312463,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 21,H312408,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 44,H312431,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 77,H312465,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 64,H312452,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 34,H312421,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:03:00,42.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 65,H312453,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 48,H312436,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:03:00,42.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 61,H312449,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 37,H312424,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:03:00,42.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 56,H312444,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:03:00,42.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 73,H312461,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 41,H312428,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 24,H312411,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:03:00,42.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 69,H312457,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 42,H312429,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:03:00,42.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 58,H312446,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 33,H312420,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 57,H312445,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 31,H312418,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:03:00,42.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 32,H312419,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 25,H312412,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 71,H312459,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 54,H312442,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:03:00,42.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 39,H312426,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 76,H312464,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 46,H312433,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 68,H312456,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 22,H312409,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 27,H312414,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 28,H312415,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 6,H312393,INV,630,Sungrow Inverter Fault Alert,Islanding (Grid power outage),0,3,2026-05-12T11:21:00,2026-05-12T12:03:00,42.0,True,Unable to verify name,Recloser/Grid,2026-05-12
SunGrow SG125HV - Inverter 2,H312389,INV,630,Sungrow Inverter Fault Alert,Islanding (Grid power outage),0,3,2026-05-12T11:21:00,2026-05-12T12:02:00,41.0,True,Unable to verify name,Recloser/Grid,2026-05-12
SunGrow SG125HV - Inverter 14,H312401,INV,630,Sungrow Inverter Fault Alert,Islanding (Grid power outage),0,3,2026-05-12T11:21:00,2026-05-12T12:03:00,42.0,True,Unable to verify name,Recloser/Grid,2026-05-12
SunGrow SG125HV - Inverter 8,H312395,INV,630,Sungrow Inverter Fault Alert,Islanding (Grid power outage),0,3,2026-05-12T11:21:00,2026-05-12T12:03:00,42.0,True,Unable to verify name,Recloser/Grid,2026-05-12
SunGrow SG125HV - Inverter 80,H312468,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:03:00,42.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 78,H312466,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 60,H312448,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 5,H312392,INV,630,Sungrow Inverter Fault Alert,Islanding (Grid power outage),0,3,2026-05-12T11:21:00,2026-05-12T12:02:00,41.0,True,Unable to verify name,Recloser/Grid,2026-05-12
SunGrow SG125HV - Inverter 13,H312400,INV,630,Sungrow Inverter Fault Alert,Islanding (Grid power outage),0,3,2026-05-12T11:21:00,2026-05-12T12:03:00,42.0,True,Unable to verify name,Recloser/Grid,2026-05-12
SunGrow SG125HV - Inverter 11,H312398,INV,630,Sungrow Inverter Fault Alert,Islanding (Grid power outage),0,3,2026-05-12T11:21:00,2026-05-12T12:05:00,44.0,True,Unable to verify name,Recloser/Grid,2026-05-12
SunGrow SG125HV - Inverter 17,H312404,INV,630,Sungrow Inverter Fault Alert,Islanding (Grid power outage),0,3,2026-05-12T11:21:00,2026-05-12T12:02:00,41.0,True,Unable to verify name,Recloser/Grid,2026-05-12
SunGrow SG125HV - Inverter 19,H312406,INV,630,Sungrow Inverter Fault Alert,Islanding (Grid power outage),0,3,2026-05-12T11:21:00,2026-05-12T12:09:00,48.0,True,Unable to verify name,Recloser/Grid,2026-05-12
SEL-751 Relay (with control),H312387,DA,604,SEL Recloser Open Alarm,SEL Relay is open,0,3,2026-05-12T11:21:00,2026-05-12T12:03:00,42.0,True,Unable to verify name,Recloser/Grid,2026-05-12
SunGrow SG125HV - Inverter 15,H312402,INV,630,Sungrow Inverter Fault Alert,Islanding (Grid power outage),0,3,2026-05-12T11:21:00,2026-05-12T12:03:00,42.0,True,Unable to verify name,Recloser/Grid,2026-05-12
SEL-751 Relay (with control),H312387,DA,443,Data Comparison Alert,Recloser Open	 Register 'Breaker Status': (0 = 0).,0,4,2026-05-12T11:21:00,2026-05-12T12:21:29,60.5,True,Unable to verify name,Recloser/Grid,2026-05-12
SunGrow SG125HV - Inverter 70,H312458,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:01:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 50,H312438,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:21:00,2026-05-12T12:03:00,42.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 49,H312437,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:22:00,2026-05-12T12:04:00,42.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 29,H312416,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:22:00,2026-05-12T12:02:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 26,H312413,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:22:00,2026-05-12T12:02:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 36,H312423,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:23:00,2026-05-12T12:01:00,38.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 55,H312443,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:23:00,2026-05-12T12:03:00,40.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 63,H312451,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:23:00,2026-05-12T12:01:00,38.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 72,H312460,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:23:00,2026-05-12T12:01:00,38.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 79,H312467,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:23:00,2026-05-12T12:01:00,38.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 43,H312430,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:23:00,2026-05-12T12:01:00,38.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 74,H312462,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:23:00,2026-05-12T12:01:00,38.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 38,H312425,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:23:00,2026-05-12T12:01:00,38.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 40,H312427,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:23:00,2026-05-12T12:01:00,38.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 30,H312417,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:23:00,2026-05-12T12:01:00,38.0,True,Unable to verify name,Communication,2026-05-12
SunGrow SG125HV - Inverter 10,H312397,INV,630,Sungrow Inverter Fault Alert,Islanding (Grid power outage),0,3,2026-05-12T11:23:00,2026-05-12T12:03:00,40.0,True,Unable to verify name,Recloser/Grid,2026-05-12
SunGrow SG125HV - Inverter 16,H312403,INV,630,Sungrow Inverter Fault Alert,Islanding (Grid power outage),0,3,2026-05-12T11:23:00,2026-05-12T12:07:00,44.0,True,Unable to verify name,Recloser/Grid,2026-05-12
SunGrow SG125HV - Inverter 18,H312405,INV,630,Sungrow Inverter Fault Alert,Islanding (Grid power outage),0,3,2026-05-12T11:23:00,2026-05-12T12:03:00,40.0,True,Unable to verify name,Recloser/Grid,2026-05-12
AE Smart UPS,H312484,DA,548,Phoenix Contact - Quint UPS Alerts,Battery Mode Activated,0,3,2026-05-12T11:23:00,2026-05-12T12:01:00,38.0,True,Unable to verify name,,2026-05-12
SunGrow SG125HV - Inverter 7,H312394,INV,630,Sungrow Inverter Fault Alert,Islanding (Grid power outage),0,3,2026-05-12T11:25:00,2026-05-12T12:03:00,38.0,True,Unable to verify name,Recloser/Grid,2026-05-12
GameChange Tracker Control 2.3,H590015,TKR,863,Gamechange Tracker Alert,System Alarm:No AC power detected,0,3,2026-05-12T11:25:00,2026-05-12T11:30:00,5.0,True,Unable to verify name,,2026-05-12
SunGrow SG125HV - Inverter 9,H312396,INV,630,Sungrow Inverter Fault Alert,Islanding (Grid power outage),0,3,2026-05-12T11:25:00,2026-05-12T12:03:00,38.0,True,Unable to verify name,Recloser/Grid,2026-05-12
SunGrow SG125HV - Inverter 3,H312390,INV,630,Sungrow Inverter Fault Alert,Islanding (Grid power outage),0,3,2026-05-12T11:25:00,2026-05-12T12:03:00,38.0,True,Unable to verify name,Recloser/Grid,2026-05-12
GameChange Tracker Control 2.2,H590016,TKR,863,Gamechange Tracker Alert,System Alarm:No AC power detected,0,3,2026-05-12T11:25:00,2026-05-12T12:03:00,38.0,True,Unable to verify name,,2026-05-12
SunGrow SG125HV - Inverter 59,H312447,INV,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:27:00,2026-05-12T12:05:00,38.0,True,Unable to verify name,Communication,2026-05-12
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:30:00,2026-05-12T12:02:00,32.0,True,Unable to verify name,Communication,2026-05-12
GameChange Tracker Control 2.3,H590015,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:31:00,2026-05-12T12:05:00,34.0,True,Unable to verify name,Communication,2026-05-12
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T11:37:00,2026-05-12T12:03:00,26.0,True,Unable to verify name,Communication,2026-05-12
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-12T12:16:00,2026-05-12T13:06:00,50.0,True,Unable to verify name,,2026-05-12
SunGrow SG125HV - Inverter 78,H312466,INV,630,Sungrow Inverter Fault Alert,Islanding (Grid power outage),0,3,2026-05-12T12:29:00,2026-05-12T21:17:00,528.0,True,Unable to verify name,Recloser/Grid,2026-05-12
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T12:52:00,2026-05-12T12:54:00,2.0,True,Unable to verify name,Communication,2026-05-12
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-12T13:12:00,2026-05-12T13:19:00,7.0,True,Unable to verify name,,2026-05-12
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T13:19:00,2026-05-12T13:21:00,2.0,True,Unable to verify name,Communication,2026-05-12
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-12T13:20:00,2026-05-12T15:22:00,122.0,True,Unable to verify name,,2026-05-12
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-05-12T15:12:00,2026-05-12T15:14:00,2.0,True,Unable to verify name,Communication,2026-05-12
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-12T15:24:00,2026-05-12T15:29:00,5.0,True,Unable to verify name,,2026-05-12
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-12T15:30:00,2026-05-12T15:46:00,16.0,True,Unable to verify name,,2026-05-12
GameChange Tracker Control 2.1,H590017,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm60: Tracking Disabled	 Individual Tracker Alarm60: E-Stop is pressed,0,3,2026-05-12T15:48:00,2026-05-12T15:52:00,4.0,True,Unable to verify name,,2026-05-12
