device_name,hardware_key,asset_code,alarm_code,alarm_name,description,severity,category,start_utc,end_utc,duration_min,is_resolved,resolved_by,flag,target_morning_overlap
GameChange Tracker Control,H312486,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,5,2,2025-08-29T14:58:00,,,False,,Communication,2026-02-22; 2026-02-27; 2026-03-01; 2026-03-04; 2026-03-05; 2026-03-06; 2026-03-27; 2026-03-30; 2026-03-31; 2026-04-01; 2026-04-02; 2026-04-03; 2026-04-04; 2026-04-05; 2026-04-07; 2026-04-10; 2026-04-11; 2026-04-12; 2026-04-13; 2026-04-14; 2026-04-15; 2026-04-17; 2026-04-18; 2026-04-26; 2026-04-29; 2026-05-07; 2026-05-09; 2026-05-10; 2026-05-11; 2026-05-12
Whitetail,,UNK,614,Rule Tool Alert,"Errors: , Performance (1)	 Communication: 2 test suites failed out of 5 (5 new messages)",0,4,2026-01-31T15:28:53,2026-02-01T08:45:57,1037.1,True,Unable to verify name,,
GameChange Tracker Control 2.3,H590015,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-01T05:17:00,2026-02-01T05:19:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-01T08:31:00,2026-02-01T08:41:00,10.0,True,Unable to verify name,Communication,
PowerManager 2200 (RMA16217/SO101810),H521460,GTW,253,Gateway heartbeat,This error may be the result of one of the following:	 1. Wiring problem between the gateway and the internet connection.,0,1,2026-02-01T08:33:32,2026-02-01T09:40:03,66.5,True,Unable to verify name,Communication,
Whitetail,,UNK,614,Rule Tool Alert,"Errors: , Performance (1)	 Communication: 2 test suites failed out of 5 (6 new messages)",0,4,2026-02-01T08:45:57,2026-02-02T00:34:08,948.2,True,Unable to verify name,,
PowerManager 2200 (RMA16217/SO101810),H521460,GTW,587,Site Controller Health,"Upload queue exceeded 1000 pending uploads, this should decrease and resolve after internet is reestablished",0,2,2026-02-01T09:36:30,2026-02-01T09:45:40,9.2,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-01T10:37:00,2026-02-01T10:39:00,2.0,True,Unable to verify name,Communication,
PowerManager 2200 (RMA16217/SO101810),H521460,GTW,587,Site Controller Health,"Upload queue exceeded 1000 pending uploads, this should decrease and resolve after internet is reestablished",0,2,2026-02-01T10:38:54,2026-02-01T10:43:56,5.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-01T11:11:00,2026-02-01T11:13:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-01T11:47:00,2026-02-01T11:49:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.3,H590015,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-01T12:03:00,2026-02-01T12:05:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-01T12:43:00,2026-02-01T12:45:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-01T13:31:00,2026-02-01T13:33:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-01T13:49:00,2026-02-01T13:51:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-01T15:37:00,2026-02-01T15:43:00,6.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-01T19:23:00,2026-02-01T19:25:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-01T23:37:00,2026-02-01T23:39:00,2.0,True,Unable to verify name,Communication,
Whitetail,,UNK,614,Rule Tool Alert,"Errors: , Performance (1)	 Communication: 2 test suites failed out of 5 (5 new messages)",0,4,2026-02-02T00:34:08,2026-02-02T17:56:46,1042.6,True,Unable to verify name,,
GameChange Tracker Control 2.3,H590015,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-02T00:39:00,2026-02-02T00:41:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm179: Over current limit shutdown event,0,3,2026-02-02T06:11:00,2026-02-02T06:13:00,2.0,True,Unable to verify name,,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-02T08:05:00,2026-02-02T08:09:00,4.0,True,Unable to verify name,Communication,
PowerManager 2200 (RMA16217/SO101810),H521460,GTW,253,Gateway heartbeat,This error may be the result of one of the following:	 1. Wiring problem between the gateway and the internet connection.,0,1,2026-02-02T08:32:08,2026-02-02T09:38:01,65.9,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-02T09:17:00,2026-02-02T09:19:00,2.0,True,Unable to verify name,Communication,
PowerManager 2200 (RMA16217/SO101810),H521460,GTW,587,Site Controller Health,"Upload queue exceeded 1000 pending uploads, this should decrease and resolve after internet is reestablished",0,2,2026-02-02T09:35:40,2026-02-02T09:43:45,8.1,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-02T09:43:00,2026-02-02T09:45:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.3,H590015,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm186: No Communication,0,3,2026-02-02T12:09:00,2026-02-02T12:15:00,6.0,True,Unable to verify name,,
GameChange Tracker Control 2.3,H590015,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm186: No Communication,0,3,2026-02-02T12:17:00,2026-02-02T12:33:00,16.0,True,Unable to verify name,,
GameChange Tracker Control 2.3,H590015,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm186: No Communication,0,3,2026-02-02T12:35:00,2026-02-02T13:09:00,34.0,True,Unable to verify name,,
Whitetail,,UNK,614,Rule Tool Alert,"Errors: , Performance (1)	 Communication: 2 test suites failed out of 5 (4 new messages)",0,4,2026-02-02T17:56:46,2026-02-03T11:14:09,1037.4,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-02T20:55:00,2026-02-02T21:01:00,6.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-02T23:31:00,2026-02-02T23:33:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-02T23:39:00,2026-02-02T23:43:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm178: No Communication,0,3,2026-02-03T03:05:00,2026-02-03T03:27:00,22.0,True,Unable to verify name,,
GameChange Tracker Control 2.2,H590016,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm178: No Communication,0,3,2026-02-03T03:29:00,2026-02-03T04:31:00,62.0,True,Unable to verify name,,
GameChange Tracker Control 2.2,H590016,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm178: No Communication,0,3,2026-02-03T04:33:00,2026-02-03T05:34:00,61.0,True,Unable to verify name,,
GameChange Tracker Control 2.2,H590016,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm178: No Communication,0,3,2026-02-03T05:35:00,2026-02-03T05:56:00,21.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-03T05:37:00,2026-02-03T05:41:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm178: No Communication,0,3,2026-02-03T05:57:00,2026-02-03T07:33:00,96.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-03T06:55:00,2026-02-03T06:57:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm178: No Communication,0,3,2026-02-03T07:35:00,2026-02-03T08:32:00,57.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-03T07:57:00,2026-02-03T07:59:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-03T08:13:00,2026-02-03T08:17:00,4.0,True,Unable to verify name,Communication,
PowerManager 2200 (RMA16217/SO101810),H521460,GTW,253,Gateway heartbeat,This error may be the result of one of the following:	 1. Wiring problem between the gateway and the internet connection.,0,1,2026-02-03T08:32:09,2026-02-03T09:34:57,62.8,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm178: No Communication,0,3,2026-02-03T08:39:00,2026-02-03T09:41:00,62.0,True,Unable to verify name,,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-03T09:05:00,2026-02-03T09:07:00,2.0,True,Unable to verify name,Communication,
PowerManager 2200 (RMA16217/SO101810),H521460,GTW,587,Site Controller Health,"Upload queue exceeded 1000 pending uploads, this should decrease and resolve after internet is reestablished",0,2,2026-02-03T09:35:56,2026-02-03T09:47:00,11.1,True,Unable to verify name,,
Whitetail,,UNK,614,Rule Tool Alert,"Errors: , Performance (1)	 Communication: 2 test suites failed out of 5 (5 new messages)",0,4,2026-02-03T11:14:08,2026-02-04T04:12:14,1018.1,True,Unable to verify name,,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-03T16:01:00,2026-02-03T16:03:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.3,H590015,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-03T19:30:00,2026-02-03T19:32:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-03T20:23:00,2026-02-03T20:25:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.3,H590015,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-03T21:06:00,2026-02-03T21:08:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-03T21:11:00,2026-02-03T21:15:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.3,H590015,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-03T22:08:00,2026-02-03T22:12:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-04T00:15:00,2026-02-04T00:17:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-04T02:05:00,2026-02-04T02:09:00,4.0,True,Unable to verify name,Communication,
Whitetail,,UNK,614,Rule Tool Alert,"Errors: , Performance (1)	 Communication: 2 test suites failed out of 5 (4 new messages)",0,4,2026-02-04T04:12:14,2026-02-04T21:54:29,1062.2,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-04T04:19:00,2026-02-04T04:21:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-04T04:35:00,2026-02-04T04:43:00,8.0,True,Unable to verify name,Communication,
PowerManager 2200 (RMA16217/SO101810),H521460,GTW,253,Gateway heartbeat,This error may be the result of one of the following:	 1. Wiring problem between the gateway and the internet connection.,0,1,2026-02-04T08:32:56,2026-02-04T09:37:52,64.9,True,Unable to verify name,Communication,
PowerManager 2200 (RMA16217/SO101810),H521460,GTW,587,Site Controller Health,"Upload queue exceeded 1000 pending uploads, this should decrease and resolve after internet is reestablished",0,2,2026-02-04T09:37:59,2026-02-04T09:47:05,9.1,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-04T10:11:00,2026-02-04T10:13:00,2.0,True,Unable to verify name,Communication,
PowerManager 2200 (RMA16217/SO101810),H521460,GTW,587,Site Controller Health,"Upload queue exceeded 1000 pending uploads, this should decrease and resolve after internet is reestablished",0,2,2026-02-04T10:40:11,2026-02-04T10:50:15,10.1,True,Unable to verify name,,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-04T11:27:00,2026-02-04T11:29:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-04T11:53:00,2026-02-04T11:57:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-04T13:03:00,2026-02-04T13:05:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-04T15:27:00,2026-02-04T15:29:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-04T18:07:00,2026-02-04T18:11:00,4.0,True,Unable to verify name,Communication,
Whitetail,,UNK,614,Rule Tool Alert,"Errors: , Performance (1)	 Communication: 2 test suites failed out of 5 (5 new messages)",0,4,2026-02-04T21:54:29,2026-02-05T15:40:54,1066.4,True,Unable to verify name,,
GameChange Tracker Control 2.3,H590015,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-05T02:20:00,2026-02-05T02:24:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm178: No Communication,0,3,2026-02-05T04:05:00,2026-02-05T08:20:00,255.0,True,Unable to verify name,,
GameChange Tracker Control 2.2,H590016,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm178: No Communication,0,3,2026-02-05T08:21:00,2026-02-05T09:11:00,50.0,True,Unable to verify name,,
GameChange Tracker Control 2.2,H590016,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm178: No Communication,0,3,2026-02-05T09:13:00,2026-02-05T09:46:00,33.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-05T09:33:00,2026-02-05T09:35:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm178: No Communication,0,3,2026-02-05T09:47:00,2026-02-05T11:34:00,107.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-05T10:25:00,2026-02-05T10:29:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-05T10:31:00,2026-02-05T10:39:00,8.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-05T13:53:00,2026-02-05T13:55:00,2.0,True,Unable to verify name,Communication,
Whitetail,,UNK,614,Rule Tool Alert,"Errors: , Performance (1)	 Communication: 2 test suites failed out of 5 (4 new messages)",0,4,2026-02-05T15:40:54,2026-02-07T20:43:18,3182.4,True,Unable to verify name,,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-05T19:09:00,2026-02-05T19:11:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-05T20:41:00,2026-02-05T20:43:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-06T02:11:00,2026-02-06T02:13:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-06T03:53:00,2026-02-06T03:57:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-06T04:13:00,2026-02-06T04:17:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-06T05:11:00,2026-02-06T05:13:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-06T05:35:00,2026-02-06T05:37:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-06T06:47:00,2026-02-06T06:51:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-06T10:11:00,2026-02-06T10:13:00,2.0,True,Unable to verify name,Communication,
PowerManager 2200 (RMA16217/SO101810),H521460,GTW,253,Gateway heartbeat,This error may be the result of one of the following:	 1. Wiring problem between the gateway and the internet connection.,0,1,2026-02-06T11:06:44,2026-02-06T12:12:09,65.4,True,Unable to verify name,Communication,
PowerManager 2200 (RMA16217/SO101810),H521460,GTW,587,Site Controller Health,"Upload queue exceeded 1000 pending uploads, this should decrease and resolve after internet is reestablished",0,2,2026-02-06T12:09:26,2026-02-06T12:18:29,9.1,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-06T12:21:00,2026-02-06T12:25:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.3,H590015,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-06T12:42:00,2026-02-06T12:44:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-06T14:25:00,2026-02-06T14:27:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-06T15:31:00,2026-02-06T15:33:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,863,Gamechange Tracker Alert,Individual Tracker Alarm178: No Communication,0,3,2026-02-06T18:05:00,2026-02-06T18:39:00,34.0,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-06T18:25:00,2026-02-06T18:33:00,8.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-06T18:43:00,2026-02-06T18:49:00,6.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-06T19:19:00,2026-02-06T19:25:00,6.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-06T19:55:00,2026-02-06T19:57:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-06T21:03:00,2026-02-06T21:05:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-06T22:47:00,2026-02-06T22:53:00,6.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.3,H590015,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-07T00:00:00,2026-02-07T00:02:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-07T02:03:00,2026-02-07T02:07:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-07T03:27:00,2026-02-07T03:35:00,8.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-07T04:49:00,2026-02-07T04:51:00,2.0,True,Unable to verify name,Communication,
PowerManager 2200 (RMA16217/SO101810),H521460,GTW,253,Gateway heartbeat,This error may be the result of one of the following:	 1. Wiring problem between the gateway and the internet connection.,0,1,2026-02-07T08:31:55,2026-02-07T09:34:40,62.8,True,Unable to verify name,Communication,
PowerManager 2200 (RMA16217/SO101810),H521460,GTW,587,Site Controller Health,"Upload queue exceeded 1000 pending uploads, this should decrease and resolve after internet is reestablished",0,2,2026-02-07T09:37:36,2026-02-07T09:44:37,7.0,True,Unable to verify name,,
PowerManager 2200 (RMA16217/SO101810),H521460,GTW,253,Gateway heartbeat,This error may be the result of one of the following:	 1. Wiring problem between the gateway and the internet connection.,0,1,2026-02-07T10:04:45,2026-02-07T11:38:43,94.0,True,Unable to verify name,Communication,
PowerManager 2200 (RMA16217/SO101810),H521460,GTW,587,Site Controller Health,"Upload queue exceeded 1000 pending uploads, this should decrease and resolve after internet is reestablished",0,2,2026-02-07T11:37:47,2026-02-07T13:28:21,110.6,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-07T13:13:00,2026-02-07T13:15:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.3,H590015,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-07T18:34:00,2026-02-07T18:36:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-07T20:17:00,2026-02-07T20:19:00,2.0,True,Unable to verify name,Communication,
Whitetail,,UNK,614,Rule Tool Alert,"Errors: , Performance (1)	 Communication: 2 test suites failed out of 5 (4 new messages)",0,4,2026-02-07T20:43:18,2026-02-08T14:13:56,1050.6,True,Unable to verify name,,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-07T21:09:00,2026-02-07T21:11:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-08T00:13:00,2026-02-08T00:15:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-08T02:29:00,2026-02-08T02:35:00,6.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.3,H590015,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-08T04:56:00,2026-02-08T04:58:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-08T08:47:00,2026-02-08T08:51:00,4.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-08T09:35:00,2026-02-08T09:37:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.3,H590015,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-08T12:34:00,2026-02-08T12:36:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.2,H590016,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-08T13:03:00,2026-02-08T13:05:00,2.0,True,Unable to verify name,Communication,
GameChange Tracker Control 2.1,H590017,TKR,250,Device communication,This error may be the result of one of the following:	 1. Wiring problem between the device and the gateway.,0,2,2026-02-08T13:19:00,2026-02-08T13:21:00,2.0,True,Unable to verify name,Communication,
Whitetail,,UNK,614,Rule Tool Alert,"Errors: , Performance (9)	 Communication: 2 test suites failed out of 5 (4 new messages)",0,4,2026-02-08T14:13:56,2026-02-09T08:01:43,1067.8,True,Unable to verify name,,
